Entity,Callsign,Frequency,Granted,Stat,Units,Pag,Code,Svc,City
PACE SUBURBAN BUS SERVICE OF THE RTA,WQRA737,858.23750,2013-04-05,A,1,0,FB2,GP,LISLE
PACE SUBURBAN BUS SERVICE OF THE RTA,WQRA737,858.23750,2013-04-05,A,843,0,MO,GP,LISLE
PACE SUBURBAN BUS SERVICE OF THE RTA,KNHH481,858.23750,2013-01-09,A,1,0,FB2,YE,ELMHURST
PACE SUBURBAN BUS SERVICE OF THE RTA,KNHH481,858.46250,2013-01-09,A,905,0,MO,YE,ELMHURST
PACE SUBURBAN BUS SERVICE OF THE RTA,KNHH481,858.46250,2013-01-09,A,1,0,FB2,YE,ELMHURST
PACE SUBURBAN BUS SERVICE OF THE RTA,KNHH481,858.48750,2013-01-09,A,1,0,FB2,YE,ELMHURST
PACE SUBURBAN BUS SERVICE OF THE RTA,KNHH481,858.48750,2013-01-09,A,1,905,FB2,YE,ELMHURST
PACE SUBURBAN BUS SERVICE OF THE RTA,KNHH481,858.48750,2013-01-09,A,905,0,MO,YE,ELMHURST
PACE SUBURBAN BUS SERVICE OF THE RTA,KNHH481,858.73750,2013-01-09,A,1,0,FB2,YE,ELMHURST
PACE SUBURBAN BUS SERVICE OF THE RTA,KNHH481,858.73750,2013-01-09,A,905,0,MO,YE,ELMHURST
PACE SUBURBAN BUS SERVICE OF THE RTA,WQRA737,858.73750,2013-04-05,A,1,0,FB2,GP,LISLE
PACE SUBURBAN BUS SERVICE OF THE RTA,WQRA737,858.73750,2013-04-05,A,843,0,MO,GP,LISLE
PACE SUBURBAN BUS SERVICE OF THE RTA,KNHH481,858.96250,2013-01-09,A,1,0,FB2,YE,ELMHURST
PACE SUBURBAN BUS SERVICE OF THE RTA,KNHH481,858.96250,2013-01-09,A,905,0,MO,YE,ELMHURST
PACE SUBURBAN BUS SERVICE OF THE RTA,WQRA737,858.96250,2013-04-05,A,1,0,FB2,GP,LISLE
PACE SUBURBAN BUS SERVICE OF THE RTA,WQRA737,858.96250,2013-04-05,A,843,0,MO,GP,LISLE
PANDUIT CORPORATION,WQBB893,461.62500,2014-09-11,A,1,0,FB2,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,461.62500,2014-09-11,A,50,0,MO,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,462.40000,2014-09-11,A,1,0,FB2,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,462.40000,2014-09-11,A,50,0,MO,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,463.20000,2014-09-11,A,1,0,FB,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,463.20000,2014-09-11,A,50,0,MO,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,463.41250,2014-09-11,A,50,0,MO,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,463.51250,2014-09-11,A,50,0,MO,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,463.61250,2014-09-11,A,50,0,MO,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,463.71250,2014-09-11,A,50,0,MO,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,463.81250,2014-09-11,A,50,0,MO,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,463.81250,2014-09-11,A,50,0,MOC,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,463.91250,2014-09-11,A,50,0,MO,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,466.62500,2014-09-11,A,50,0,MO,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,467.40000,2014-09-11,A,50,0,MO,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,468.81250,2014-09-11,A,50,0,MOC,IG,BURR RIDGE
PANDUIT CORPORATION,WQBB893,468.91250,2014-09-11,A,50,0,MO,IG,BURR RIDGE
Parkview Community Church,WQTT624,452.01250,2014-04-09,A,25,0,MO,IG,GLEN ELLYN
Parkview Community Church,WQTT624,452.20000,2014-04-09,A,25,0,MO,IG,GLEN ELLYN
Parkview Community Church,WQTT624,457.02500,2014-04-09,A,25,0,MO,IG,GLEN ELLYN
Parkview Community Church,WQTT624,461.22500,2014-04-09,A,25,0,MO,IG,GLEN ELLYN
Parkview Community Church,WQTT624,461.45000,2014-04-09,A,25,0,MO,IG,GLEN ELLYN
"PATIO DRIVE INN RESTAURANTS, INC.",WQKK315,466.02500,2009-06-22,A,30,0,MO,IG,DARIEN
"PATIO DRIVE INN RESTAURANTS, INC.",WQKK315,466.02500,2009-06-22,A,30,0,MO,IG,LOMBARD
"PATIO DRIVE INN RESTAURANTS, INC.",WQKK315,466.05000,2009-06-22,A,30,0,MO,IG,LOMBARD
"PATIO DRIVE INN RESTAURANTS, INC.",WQKK315,466.05000,2009-06-22,A,30,0,MO,IG,DARIEN
"PATIO DRIVE INN RESTAURANTS, INC.",WQKK315,466.07500,2009-06-22,A,30,0,MO,IG,LOMBARD
"PATIO DRIVE INN RESTAURANTS, INC.",WQKK315,466.07500,2009-06-22,A,30,0,MO,IG,DARIEN
"PATIO DRIVE INN RESTAURANTS, INC.",WQKK315,466.10000,2009-06-22,A,30,0,MO,IG,LOMBARD
"PATIO DRIVE INN RESTAURANTS, INC.",WQKK315,466.10000,2009-06-22,A,30,0,MO,IG,DARIEN
"PATIO DRIVE INN RESTAURANTS, INC.",WQKK315,466.12500,2009-06-22,A,30,0,MO,IG,LOMBARD
"PATIO DRIVE INN RESTAURANTS, INC.",WQKK315,466.12500,2009-06-22,A,30,0,MO,IG,DARIEN
"PDV Spectrum Holding Company, LLC",WPEM264,896.00000,2014-03-04,A,281,0,MO,GR,GENEVA
"PDV Spectrum Holding Company, LLC",WQGN889,896.00000,2011-02-01,A,281,0,MO,GR,GENEVA
"PDV Spectrum Holding Company, LLC",WQGN891,896.00000,2011-09-07,A,561,0,MO,YS,GENEVA
"PDV Spectrum Holding Company, LLC",WQIF431,896.00000,2011-03-01,A,351,0,MO,GR,GENEVA
"PDV Spectrum Holding Company, LLC",WQIF432,896.00000,2013-08-09,A,1681,0,MO,GR,Aurora
"PDV Spectrum Holding Company, LLC",WNNM714,896.00000,2011-04-26,A,211,0,MO,GR,GENEVA
"PDV Spectrum Holding Company, LLC",WPBW349,896.00000,2014-09-25,A,211,0,MO,YS,AURORA
"PDV Spectrum Holding Company, LLC",WQSU784,896.00000,2013-11-19,A,2,0,MO,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.01250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.02500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.03750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.05000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.06250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.07500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.08750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.10000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.11250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.12500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.13750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.15000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.16250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.17500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.21250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.22500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.45000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.47500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.66250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.67500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.68750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.70000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.71250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.72500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.76250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.77500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.78750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.80000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.81250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.82500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.83750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.85000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.86250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.87500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.91250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,935.92500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WPEM264,935.92500,2014-03-04,A,1,0,FB2,GR,GENEVA
"PDV Spectrum Holding Company, LLC",WQSU784,936.00000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.01250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.02500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.03750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.05000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.06250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.07500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.08750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.10000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.11250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.12500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.21250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.22500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.51250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.52500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.53750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.55000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.56250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.57500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.58750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.60000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.61250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.62500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQIF431,936.68750,2011-03-01,A,1,0,FB2,GR,GENEVA
"PDV Spectrum Holding Company, LLC",WQSU784,936.68750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,936.70000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,937.16250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQGN891,937.63750,2011-09-07,A,1,0,FB2,YS,GENEVA
"PDV Spectrum Holding Company, LLC",WQSU784,937.63750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,937.65000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,937.68750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,937.70000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,937.71250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,937.72500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,937.73750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,937.75000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.18750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.20000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQGN891,938.21250,2011-09-07,A,1,0,FB2,YS,GENEVA
"PDV Spectrum Holding Company, LLC",WQSU784,938.21250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WPBW349,938.22500,2014-09-25,A,1,0,FB2,YS,AURORA
"PDV Spectrum Holding Company, LLC",WQSU784,938.22500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.48750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQIF432,938.48750,2013-08-09,A,1,0,FB2,GR,Aurora
"PDV Spectrum Holding Company, LLC",WQSU784,938.50000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQIF432,938.50000,2013-08-09,A,1,0,FB2,GR,Aurora
"PDV Spectrum Holding Company, LLC",WQSU784,938.51250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.52500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.53750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.55000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.56250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.57500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.58750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.60000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.61250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.62500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQGN889,938.73750,2011-02-01,A,1,0,FB2,GR,GENEVA
"PDV Spectrum Holding Company, LLC",WQSU784,938.73750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.75000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.96250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.97500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,938.98750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.00000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WNNM714,939.13750,2011-04-26,A,1,0,FB2,GR,GENEVA
"PDV Spectrum Holding Company, LLC",WQSU784,939.13750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.15000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.16250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQGN891,939.17500,2011-09-07,A,1,0,FB2,YS,GENEVA
"PDV Spectrum Holding Company, LLC",WQSU784,939.17500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQIF432,939.38750,2013-08-09,A,1,0,FB2,GR,Aurora
"PDV Spectrum Holding Company, LLC",WQSU784,939.38750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQIF432,939.40000,2013-08-09,A,1,0,FB2,GR,Aurora
"PDV Spectrum Holding Company, LLC",WQSU784,939.40000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQIF432,939.41250,2013-08-09,A,1,0,FB2,GR,Aurora
"PDV Spectrum Holding Company, LLC",WQSU784,939.41250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQIF432,939.42500,2013-08-09,A,1,0,FB2,GR,Aurora
"PDV Spectrum Holding Company, LLC",WQSU784,939.42500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.63750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.65000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.70000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.76250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.77500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.78750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.80000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.81250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.82500,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.83750,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.85000,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.86250,2013-11-19,A,1,0,FB2,YS,Bensenville
"PDV Spectrum Holding Company, LLC",WQSU784,939.87500,2013-11-19,A,1,0,FB2,YS,Bensenville
Peace Memorial Manor,WQRX806,451.68750,2013-08-12,A,40,0,MO,IG,Downers Grove
Peace Memorial Manor,WQRX806,456.48750,2013-08-12,A,40,0,MO,IG,Downers Grove
Peace Memorial Manor,WQRX806,456.51250,2013-08-12,A,40,0,MO,IG,Downers Grove
Peace Memorial Manor,WQRX806,456.68750,2013-08-12,A,40,0,MO,IG,Downers Grove
Peacock Engineering Company,WQNS254,451.35000,2011-05-05,A,1,0,FB2,IG,Carol Stream
Peacock Engineering Company,WQNS254,451.35000,2011-05-05,A,200,0,MO,IG,Carol Stream
Peacock Engineering Company,WQNS254,451.75000,2011-05-05,A,1,0,FB2,IG,Carol Stream
Peacock Engineering Company,WQNS254,451.75000,2011-05-05,A,200,0,MO,IG,Carol Stream
Peacock Engineering Company,WQNS254,452.22500,2011-05-05,A,1,0,FB2,IG,Carol Stream
Peacock Engineering Company,WQNS254,452.22500,2011-05-05,A,200,0,MO,IG,Carol Stream
Peacock Engineering Company,WQNS254,452.72500,2011-05-05,A,1,0,FB2,IG,Carol Stream
Peacock Engineering Company,WQNS254,452.72500,2011-05-05,A,200,0,MO,IG,Carol Stream
Peacock Engineering Company,WQNS254,456.35000,2011-05-05,A,200,0,MO,IG,Carol Stream
Peacock Engineering Company,WQNS254,456.75000,2011-05-05,A,200,0,MO,IG,Carol Stream
Peacock Engineering Company,WQNS254,457.22500,2011-05-05,A,200,0,MO,IG,Carol Stream
Peacock Engineering Company,WQNS254,457.72500,2011-05-05,A,200,0,MO,IG,Carol Stream
PEARL HOSPITALITY,WQVV758,456.51250,2015-05-21,A,10,0,MO,IG,ITASCA
PEARL HOSPITALITY,WQVV758,457.13750,2015-05-21,A,10,0,MO,IG,ITASCA
PEPPER CONSTRUCTION,WQPM409,451.80000,2012-06-27,A,80,0,MOI,IG,WINFIELD
PEPPER CONSTRUCTION,WQPM409,451.80000,2012-06-27,A,1,0,FB2I,IG,WINFIELD
PEPPER CONSTRUCTION,WQPM409,456.48750,2012-06-27,A,100,0,MO,IG,WINFIELD
PEPPER CONSTRUCTION,WQPM409,456.56250,2012-06-27,A,100,0,MO,IG,WINFIELD
PEPPER CONSTRUCTION,WQPM409,456.73750,2012-06-27,A,100,0,MO,IG,WINFIELD
PEPPER CONSTRUCTION,WQPM409,456.80000,2012-06-27,A,80,0,MOI,IG,WINFIELD
PEPPER CONSTRUCTION,WQPM409,457.16250,2012-06-27,A,100,0,MO,IG,WINFIELD
PEPPER CONSTRUCTION,WQPM409,457.41250,2012-06-27,A,80,0,MO,IG,WINFIELD
PEPPER CONSTRUCTION,WQPM409,457.86250,2012-06-27,A,80,0,MO,IG,WINFIELD
PEPPER CONSTRUCTION,WQPM409,462.38750,2012-06-27,A,100,0,MO,IG,WINFIELD
PEPPER CONSTRUCTION,WQPM409,463.37500,2012-06-27,A,1,0,FB2,IG,WINFIELD
PEPPER CONSTRUCTION,WQPM409,468.37500,2012-06-27,A,80,0,MO,IG,WINFIELD
PEPPERIDGE FARM INC,WQTN729,452.68750,2014-03-13,A,1,0,FB2,IG,OWNERS GROVE
PEPPERIDGE FARM INC,WQTN729,452.68750,2014-03-13,A,40,0,MO,IG,OWNERS GROVE
PEPPERIDGE FARM INC,WQTN729,457.68750,2014-03-13,A,40,0,MO,IG,OWNERS GROVE
PEPPERIDGE FARM INC,WQTN729,466.81250,2014-03-13,A,40,0,MO,IG,OWNERS GROVE
PEPPERIDGE FARM INC,WQTN729,468.81250,2014-03-13,A,40,0,MO,IG,OWNERS GROVE
PEPPERIDGE FARM INC,WQTN729,469.28750,2014-03-13,A,40,0,MO,IG,OWNERS GROVE
PHEASANT RUN RESORT,WQGU246,461.83750,2007-04-17,A,1,0,FB2,IG,ST. CHARLES
PHEASANT RUN RESORT,WQGU246,461.83750,2007-04-17,A,50,0,MO,IG,ST. CHARLES
PHEASANT RUN RESORT,WQGU246,462.32500,2007-04-17,A,50,0,MO,IG,ST. CHARLES
PHEASANT RUN RESORT,WQGU246,463.21250,2007-04-17,A,50,0,MO,IG,ST. CHARLES
PHEASANT RUN RESORT,WQGU246,463.21250,2007-04-17,A,1,0,FB2,IG,ST. CHARLES
PHEASANT RUN RESORT,WQGU246,464.21250,2007-04-17,A,50,0,MO,IG,ST. CHARLES
PHEASANT RUN RESORT,WQGU246,464.21250,2007-04-17,A,1,0,FB2,IG,ST. CHARLES
PHEASANT RUN RESORT,WQGU246,464.47500,2007-04-17,A,50,0,MO,IG,ST. CHARLES
PHEASANT RUN RESORT,WQGU246,464.61250,2007-04-17,A,50,0,MO,IG,ST. CHARLES
PHEASANT RUN RESORT,WQGU246,466.83750,2007-04-17,A,50,0,MO,IG,ST. CHARLES
PHEASANT RUN RESORT,WQGU246,467.50000,2007-04-17,A,50,0,MO,IG,ST. CHARLES
PHEASANT RUN RESORT,WQGU246,468.21250,2007-04-17,A,50,0,MO,IG,ST. CHARLES
PHEASANT RUN RESORT,WQGU246,469.12500,2007-04-17,A,50,0,MO,IG,ST. CHARLES
PHEASANT RUN RESORT,WQGU246,469.21250,2007-04-17,A,50,0,MO,IG,ST. CHARLES
PLEXUS CORPORATION,WQEU986,463.62500,2006-04-21,A,1,0,FB2,IG,WHEELING
PLEXUS CORPORATION,WQEU986,463.62500,2006-04-21,A,15,0,MO,IG,WHEELING
PLEXUS CORPORATION,WQEU986,468.62500,2006-04-21,A,15,0,MO,IG,WHEELING
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,451.36250,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,451.41250,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,451.46250,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,451.53750,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,451.56250,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,451.61250,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,451.71250,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,452.03750,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,452.16250,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,452.68750,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,456.36250,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,456.41250,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,456.46250,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
PORTABLE COMMUNICATIONS SPECIALISTS INC,WNZW301,456.53750,2014-07-26,A,50,0,MO6C,IG,OAKBROOK
